id,Prediction
0,89.316063509
1,87.9612550364
2,89.9731907975
3,85.5321811622
4,93.4083881605
5,86.710394766
6,92.4043973132
7,88.9215293881
8,86.2697561168
9,87.3517880789
10,87.9403103409
11,88.366518166
12,91.010252594
13,90.3715988836
14,91.3248418168
15,80.9738857802
16,88.508573215
17,86.9967323516
18,89.1249842996
19,81.3927067682
20,86.5416184336
21,88.8393481195
22,90.9775789932
23,84.2701490818
24,90.926274459
25,85.8951001601
26,87.5687321277
27,93.376154959
28,90.1884793939
29,90.6898433299
30,87.8284203282
31,80.7077877237
32,93.0868565795
33,84.9480212357
34,88.667224146
35,88.5407315002
36,88.139612489
37,88.4081884068
38,88.5577820863
39,86.7945750569
40,88.3355567796
41,87.4604497451
42,88.7809776383
43,91.9017985612
44,84.4617722363
45,90.9547711461
46,85.5972846798
47,84.2030652935
48,87.9261239662
49,86.3560627998
50,91.0780836306
51,87.9320682391
52,88.8652641001
53,91.2943970522
54,86.8681136635
55,86.6195980782
56,91.0231998329
57,86.0563860431
58,88.4471616128
59,88.276919826
60,88.6786008655
61,89.0398449086
62,88.9830088569
63,87.5058693994
64,89.1923469808
65,90.8627965231
66,87.0662385522
67,90.3614952363
68,85.0540792028
69,87.5594551882
70,90.996061684
71,84.6794368813
72,89.8535241415
73,88.3683843485
74,89.4505455877
75,87.1651671442
76,86.5582669639
77,92.1222549489
78,87.1164491247
79,89.6035041419
80,88.2620425917
81,87.8687495008
82,89.6669518938
83,83.2270452978
84,91.5331651033
85,85.7542267069
86,92.8971732982
87,87.2189422114
88,88.6253804294
89,88.7607873711
90,87.249736129
91,86.0785904699
92,90.0646850375
93,87.9239522996
94,86.60918397
95,87.7590435181
96,88.0967494219
97,91.6751471192
98,89.6821937381
99,92.213745987
100,86.4356305533
101,88.7189080481
102,90.9192726728
103,89.1490688719
104,86.4585564918
105,87.6082390944
106,88.4981182125
107,88.8163983584
108,91.0770247552
109,88.6006181073
110,89.4704008473
111,84.3333642185
112,95.1382778022
113,88.9502899262
114,87.3877583728
115,89.1753435833
116,88.4044474907
117,88.9126735814
118,86.9706490102
119,87.8824616603
120,86.0610841542
121,85.7683661692
122,90.5671400248
123,87.3610880779
124,92.1825777065
125,88.5068124018
126,86.3147175175
127,87.7676269625
128,86.5224630219
129,86.0834383894
130,90.3845438323
131,90.5242048157
132,89.6071285931
133,86.8016361575
134,88.793332025
135,85.5670940145
136,85.3543066529
137,92.0229046141
138,90.2656331543
139,87.566278711
140,89.3445287885
141,90.4394213801
142,87.5730482235
143,91.3557087829
144,93.4087827916
145,87.3090013377
146,92.0056714267
147,88.1305481659
148,88.0584453371
149,91.1839896629
150,82.4161771277
151,86.8275256183
152,90.4350963321
153,90.9762370692
154,89.6946228364
155,88.5978467774
156,85.8666686139
157,87.8421837384
158,90.2557850717
159,85.3586904746
160,88.2405963057
161,83.7421864805
162,87.3134649941
163,91.0058540173
164,89.7316952663
165,89.3263927553
166,94.0008844779
167,93.119812034
168,87.0702171674
169,86.4720270001
170,83.2575350096
171,90.9886758355
172,89.4314600105
173,89.5703390076
174,89.3924533011
175,84.8497273266
176,82.7836815097
177,88.9054430704
178,88.1053183274
179,91.6561313951
180,85.9184652021
181,90.8871917969
182,85.5807459217
183,84.578069494
184,89.3467041543
185,85.3884864964
186,83.3526000432
187,85.2611348566
188,85.5947592587
189,86.7785900359
190,86.7734774955
191,90.0867298601
192,90.1401006539
193,86.2445943141
194,85.8962424386
195,93.7869949189
196,90.3014715918
197,83.5608422107
198,93.3738840958
199,90.8897186851
200,88.5324485141
201,86.4136225815
202,87.5899931468
203,89.2651640246
204,88.0866372245
205,84.6077713386
206,91.5141975028
207,88.755423521
208,85.8504074513
209,86.8809137724
210,88.6221603967
211,88.3956208061
212,89.4164223866
213,89.7103412348
214,84.171855959
215,84.5801684435
216,83.2835139724
217,88.9963316917
218,90.7333352685
219,88.9328936514
220,92.2132146452
221,84.8332121469
222,86.6443306628
223,87.1462639782
224,90.4583119908
225,87.9065286984
226,88.5449367711
227,93.7837883705
228,88.0128404951
229,91.3691406789
230,84.3857889191
231,84.9979791032
232,88.7871280222
233,85.4829078835
234,87.0986167798
235,87.8420560283
236,80.3727293956
237,85.023985593
238,86.6456030999
239,89.1415428009
240,87.5060770915
241,83.9463568434
242,91.9258994364
243,91.0727162455
244,94.3043328308
245,90.5756571378
246,88.9353677855
247,89.1788799286
248,87.1759763174
249,88.1283059289
250,83.199024605
251,86.5395416932
252,86.1803770714
253,89.3358251512
254,87.6564906798
255,85.5922802394
256,86.9229551416
257,89.2694412135
258,90.2777092724
259,85.6608574477
260,86.9900695963
261,90.7972603244
262,90.0462565847
263,91.7714785528
264,84.7814956215
265,81.8892589467
266,92.3096889978
267,87.2593972083
268,87.9956244439
269,86.139301794
270,92.5798331179
271,88.6420854326
272,90.90934516
273,88.237991152
274,87.966154271
275,87.170413167
276,87.2700002697
277,91.683028793
278,87.0144836659
279,83.9489574774
280,88.2076542225
281,88.4487367042
282,91.4314957561
283,90.4653785595
284,87.3943893725
285,90.3510067103
286,88.3080178637
287,82.7485686336
288,89.1307115949
289,91.6214723244
290,86.3175173441
291,84.8205502274
292,88.6646908767
293,84.0672549814
294,87.8420755988
295,88.5703020187
296,89.3399673932
297,89.2665533827
298,85.1834141726
299,86.6852230051
300,87.3179760163
301,84.285678305
302,91.2738405914
303,87.7599821668
304,90.9874593849
305,91.1371171097
306,84.2172373922
