Id,Prediction
0,90.053081385
1,87.6693410995
2,90.0676251271
3,84.8592824457
4,93.589654902
5,86.5201446849
6,91.9666543784
7,89.6836608258
8,86.1688526552
9,86.9315831789
10,88.6157140164
11,88.4549955968
12,90.8220785888
13,91.0277953786
14,91.4522035643
15,80.9586012864
16,87.8022752776
17,86.4878959274
18,89.2370153873
19,81.10120913
20,86.6611504738
21,88.5233593392
22,90.506955532
23,84.2243069024
24,90.5747252107
25,85.6138304617
26,87.6758526714
27,93.638549471
28,90.2979849148
29,90.8485668419
30,87.5693097086
31,80.1846640536
32,93.5252917058
33,84.7261892106
34,89.0366453807
35,88.8118481737
36,88.0818931597
37,88.8541397351
38,88.7099483843
39,87.0547108846
40,88.5601073593
41,87.0658880537
42,88.591120637
43,92.4738683071
44,84.3802407874
45,90.9453508145
46,85.958797214
47,83.9284693312
48,88.086093043
49,86.0921196959
50,90.8035556709
51,87.9965472479
52,89.2029953262
53,91.1276132173
54,86.5886650646
55,86.6912329781
56,91.7661714081
57,85.755541448
58,88.4013971175
59,88.03117109
60,88.5270829382
61,89.0979395859
62,89.5178600339
63,87.2023088923
64,89.2891155223
65,91.2582517109
66,87.4010148888
67,90.8153962095
68,84.7806524373
69,87.5815969841
70,90.9750691482
71,84.5137288146
72,90.0636808681
73,88.2999497301
74,89.2255704005
75,87.0730306011
76,86.9949469987
77,92.3879826583
78,87.1667459953
79,89.4603442356
80,88.63335247
81,87.7708810048
82,89.9017206166
83,83.219753111
84,91.9608674461
85,85.1774529496
86,93.2760380889
87,86.9452949685
88,88.6611510736
89,89.145051096
90,87.0133297285
91,85.8633499929
92,89.6883187837
93,87.8734822084
94,85.8291958649
95,87.6673172497
96,88.1011342931
97,91.3537167847
98,89.5676748208
99,92.3858100647
100,86.5101301776
101,89.0142011156
102,90.7240155389
103,89.2978054998
104,85.986625157
105,87.9554803312
106,88.5712431412
107,88.7975709773
108,91.3023713016
109,88.6507532626
110,89.5168797972
111,84.5180734476
112,95.2696321754
113,88.8765201132
114,87.3966928216
115,89.2212243652
116,88.2076534045
117,88.795086118
118,87.0913705303
119,87.9158035982
120,85.6991670479
121,86.1773189123
122,90.6974828051
123,86.9379257104
124,92.4442508797
125,88.3751367634
126,86.538785489
127,87.7582069933
128,86.1267382042
129,86.1235018384
130,91.1031971837
131,90.5222818664
132,89.047698377
133,87.4919671095
134,88.9617369609
135,85.3312651985
136,84.9292271442
137,92.2979713045
138,89.7829128371
139,87.6448020699
140,89.4188960045
141,90.9137125872
142,87.4636063663
143,91.3532111767
144,93.9712538716
145,87.4432380092
146,91.9753070632
147,88.502899722
148,88.3282182079
149,91.1126565572
150,82.128167592
151,86.8273953021
152,91.1386094726
153,91.165498352
154,89.1963869982
155,88.8927060172
156,86.0231574941
157,87.0387037846
158,89.8146506953
159,85.2652302709
160,87.8593236647
161,83.3145812233
162,87.5255988233
163,90.9825330837
164,90.0379238785
165,89.5855950128
166,94.2035466909
167,94.0478992323
168,87.4065615264
169,86.5480172953
170,83.3567183526
171,90.7548274229
172,89.2876654463
173,89.6677327391
174,89.497910064
175,84.9251172617
176,83.0962408688
177,89.172839524
178,87.9299847024
179,91.3994752004
180,85.9416672453
181,91.9151337362
182,85.2199477145
183,84.2467604307
184,89.3478540907
185,84.8458915549
186,83.2026044009
187,84.8554354803
188,85.3365101521
189,86.3650340622
190,87.0135810611
191,90.5546816779
192,90.2670721374
193,86.4258294619
194,85.9029648232
195,93.8047522484
196,90.4610655309
197,83.0972938706
198,93.4181937781
199,91.0778600568
200,88.2718610083
201,86.6117066171
202,87.864952749
203,88.9463401458
204,88.1056163271
205,84.4982719924
206,92.0881490479
207,88.7582973728
208,86.1565521159
209,86.8772082569
210,88.8036904661
211,87.794185896
212,89.596548282
213,89.8494516475
214,83.8950905467
215,85.2601707076
216,83.1415801358
217,88.69006927
218,90.8527996561
