Id,Prediction
0,85.4279496687
1,89.1432050506
2,86.2133558773
3,87.7319088329
4,88.772445882
5,91.9289926764
6,90.8748289739
7,89.415527119
8,88.0064880709
9,84.3659997118
10,94.430715201
11,82.7535946592
12,92.5528034929
13,91.4646562181
14,86.3179098785
15,91.0576330718
16,89.6101874554
17,86.0003455261
18,84.2634720918
19,88.715001625
20,87.2654807587
21,91.0535476816
22,84.2965040319
23,90.4442046265
24,90.1605630924
25,87.3160502746
26,84.9071032251
27,88.4984653122
28,89.0652759045
29,89.8358244063
30,86.867436719
31,90.853117465
32,85.8292882985
33,83.3597979689
34,86.4932966631
35,89.4607842294
36,85.5639009251
37,86.4684128873
38,89.0403290401
39,87.1749054289
40,83.0713147204
41,88.5520537271
42,87.4917000496
43,86.2018343999
44,84.1012714293
45,89.7039870569
46,81.6900609724
47,90.5612156126
48,85.8955642483
49,89.1868419258
50,86.5067244025
51,90.6022101246
52,80.8125700266
53,83.3183330067
54,81.6914174526
55,84.9131165412
56,90.415824275
57,88.7772150911
58,85.4458712957
59,92.4644759787
60,89.8096113752
61,88.8044450191
62,87.9669830342
63,92.2372205004
64,82.6599262501
65,88.5955525069
66,87.0898699453
67,81.720495838
68,88.2008440378
69,92.6583998437
70,88.8616762314
71,89.019412468
72,84.192321269
73,89.9093263844
74,87.0811640314
75,87.8136306504
76,90.5461598035
77,89.7969306814
78,86.6622755613
79,83.7286143323
80,90.3396966842
81,83.7016377583
82,85.6106001508
83,83.5458285187
84,89.1789366438
85,88.7663550369
86,83.5191666228
87,87.9011397227
88,88.9808894255
89,92.8505743613
90,94.4049401317
91,90.1869363903
92,88.8455980228
93,91.4504108603
94,92.7131173502
95,91.8323391235
96,90.8202250127
97,89.7081089159
98,89.63999009
99,87.8675257636
100,89.5782038343
101,88.7016898998
102,83.8537647409
103,82.9230687577
104,92.7879060423
105,89.5782144251
106,86.4071010217
107,86.4590197492
108,90.4844080027
109,87.6054787046
110,89.226964187
111,85.1866671076
112,90.0007345719
113,88.124257341
114,89.9773263396
115,85.8206053105
116,90.8453538335
117,89.4116417211
118,85.815401441
119,89.1876567841
120,86.8105275787
121,90.268524534
122,95.1502400219
123,86.1635260008
124,90.5362558693
125,91.6684634106
126,85.2960043427
127,81.4250510098
128,89.1040436575
129,81.4874051932
130,85.568711685
131,90.2479352481
132,88.1106578125
133,87.6368918794
134,85.3875739578
135,87.9774658868
136,91.5136305702
137,88.2744075243
138,91.2882215686
139,87.8571194987
140,85.1058104874
141,86.3243194587
142,91.8088625387
143,84.029536943
144,88.6914971592
145,89.6590970787
146,79.9178408846
147,87.0100600845
148,88.2282392892
149,89.4353879417
150,92.2574865977
151,87.0814596781
152,85.5954505355
153,88.9850284479
154,88.7486778721
155,90.2206973645
156,89.2395211741
157,89.1011325407
158,86.4681923349
159,91.829822389
160,85.1167570605
161,91.2377916304
162,89.8000240003
163,87.8699730548
164,89.819810175
165,90.36029594
166,88.7026384877
167,85.9158177949
168,87.7144990857
169,93.335848704
170,87.4230023819
171,90.0781234012
172,93.0666223526
173,87.353483287
174,90.2317458684
175,87.0344728041
176,89.5512889659
177,91.8370085252
178,86.8830297365
179,85.3649278836
180,82.2694650735
181,89.5547843352
182,87.8963287157
183,88.6856699354
184,87.9268992067
185,90.1814983558
186,87.6999013246
187,87.676420139
188,86.9436204121
189,88.3869107405
190,85.9076389533
191,87.7050362415
192,82.6511841626
193,90.644609367
194,86.7177997458
195,92.1740722583
196,86.0250786716
197,95.9828948088
198,90.3674164968
199,84.2286085061
200,91.0187175643
201,84.4399127129
202,91.4740075634
203,86.3806333124
204,89.0067562204
205,85.4180822052
206,91.517115078
207,90.8276393267
208,90.0272685415
209,89.7601637969
210,88.3101945763
211,86.8282867369
212,83.8439046839
213,85.6689658374
214,88.1554347853
215,87.0033456924
216,91.0847091504
217,94.0936091421
218,92.3394043179
219,89.0442177674
220,87.8427284066
221,85.9639566305
222,90.3290748944
223,84.9498594889
224,90.5551661007
225,87.7769612827
226,84.1746107876
227,87.7347353855
228,88.6310488185
229,85.0949062769
230,82.7458121439
231,90.2746210719
232,84.4747995315
233,84.6664759508
234,92.936058388
235,89.9864576531
236,88.64021087
237,86.5401463184
238,86.4294382643
239,88.1056529931
240,87.8076400628
241,95.2169660649
242,87.6801332551
243,86.9850629355
244,85.7008118333
245,87.0617726335
246,85.7038625714
247,85.9167971439
248,88.4248461266
249,84.9144549178
250,89.1331850488
251,91.467584279
252,93.1711187599
253,87.6528470698
254,88.6390052051
255,92.2979557233
256,86.6906504633
257,83.2338896742
258,90.3496808925
259,88.6998260883
260,88.9294815329
261,84.3170894105
262,93.293874599
263,87.7697198091
264,93.1327055269
265,87.6683987828
266,93.1594013238
267,93.2000740817
268,90.9528213935
269,88.8947607465
270,83.7358169818
271,88.8737841268
272,88.1627102463
273,87.3185908867
274,83.1078346707
275,86.925151604
276,85.371013391
277,88.2310789917
278,84.7350702528
279,87.1728955409
280,88.1338563144
281,91.1175005351
282,89.4039499723
283,79.9916436834
284,89.952327413
285,90.0772921885
286,92.6005491943
287,88.7563842963
288,84.7581315836
289,88.8711285487
290,85.6926959133
291,86.9026379215
292,88.0988246328
293,82.8760612469
294,87.4313530211
295,85.7210409601
296,89.1264553432
297,83.4007207101
298,90.1866617114
299,86.35835421
300,91.8580679342
301,91.2694310774
302,86.2447343698
303,90.5710672743
304,85.4747482255
305,90.916616739
306,85.1898905314
307,89.4525705604
308,91.5284315512
309,86.7204560868
310,83.111340207
311,88.8508216631
312,89.1128221915
313,92.4140470494
314,82.0455061788
315,88.3718235866
316,90.5947613856
317,89.5375846898
318,85.8637209145
319,94.0246949546
320,86.3861837479
321,88.653147941
322,89.1519394989
323,88.1183810746
324,86.7301179259
325,93.4658373766
326,86.6027416671
327,88.1525635872
328,91.8504554187
329,89.2121371798
330,90.2213544447
331,85.2002865977
332,86.4283327825
333,87.3644778333
334,85.6844818619
335,90.9260955703
336,89.2222001292
337,84.9716884143
338,90.9392225763
339,86.8134467848
340,89.3426403531
341,90.9228497848
342,82.5852039597
343,92.4998570246
344,80.2819916501
345,86.3520695929
346,90.3835606315
347,86.1947105558
348,88.1009309055
349,89.2215574987
350,89.8199409293
351,88.1206204349
352,91.3068908586
353,85.2671262973
354,85.0746040607
355,85.4576553325
356,88.8703714886
357,87.547583054
358,89.7188453084
359,87.3779397067
360,88.3939519788
361,88.2354088362
362,88.6813622129
363,88.2357432447
364,90.8259654479
365,89.3608981843
366,89.8859252614
367,90.362259155
368,84.36098504
369,87.4411575218
370,86.1763388312
371,87.5431915523
372,89.1688838353
373,90.8647800156
374,88.8839942712
375,94.424753034
376,88.3809034215
377,84.291417291
378,87.6817301802
379,89.4894991164
380,89.284260306
381,86.6322723774
382,86.3802996096
383,88.1016072497
384,93.5739194357
385,81.9129807796
386,85.2130618379
387,89.9566555184
388,91.4068125542
389,87.4988858359
390,84.8816082556
391,88.2111806814
392,93.4972021067
393,90.2865992868
394,88.9588608211
395,90.0350008774
396,90.4427919691
397,87.8303005027
398,83.1675893129
399,89.4497415296
400,85.644181612
401,90.3207772211
402,86.9702993024
403,86.1262130398
404,87.1922715153
405,92.2481410721
406,84.4778178241
407,87.5815154847
408,88.9734380069
409,87.7466086731
410,85.7947575053
