Id,Prediction
0,89.4634736951
1,87.8461406061
2,90.0554892472
3,85.5059736966
4,93.4438127816
5,86.7054544862
6,92.4872397883
7,89.0072458094
8,86.2326795895
9,87.2635337917
10,87.9800792825
11,88.457424822
12,91.1049744443
13,90.5700061313
14,91.3046007088
15,80.9735246157
16,88.4641102665
17,86.9073204302
18,89.0937466072
19,81.3314129492
20,86.5785097687
21,88.8576356212
22,90.9273443854
23,84.2536677287
24,90.8503225508
25,85.953360127
26,87.6562876098
27,93.3802575772
28,90.2359943245
29,90.6928402142
30,87.8348286038
31,80.5688304362
32,93.2287688604
33,84.9176418165
34,88.7716072271
35,88.616216245
36,88.161629891
37,88.3572657247
38,88.5913949533
39,86.8029641299
40,88.4052593703
41,87.36245619
42,88.6773473568
43,92.0085749913
44,84.4519191199
45,90.9514908482
46,85.702623675
47,84.16029164
48,87.9560099965
49,86.3509228096
50,90.9928687336
51,87.9601248959
52,88.8338239697
53,91.2341433565
54,86.8065159434
55,86.570993756
56,91.1175375524
57,85.9817463033
58,88.4199657642
59,88.3017573244
60,88.7546593857
61,89.0182972681
62,89.1163289293
63,87.4512636524
64,89.1401712695
65,90.9800092525
66,87.0508523263
67,90.50830519
68,84.9585148949
69,87.4927163529
70,91.0635014733
71,84.6006292376
72,89.9066828775
73,88.3563558306
74,89.51313108
75,87.0947116473
76,86.6481178341
77,92.1057486793
78,87.1428271194
79,89.6130949947
80,88.4288870244
81,87.8699121959
82,89.6959284498
83,83.0961433555
84,91.5995763
85,85.7094339139
86,93.0415068967
87,87.0993636906
88,88.6726540902
89,88.776749714
90,87.2090743131
91,85.9383530833
92,89.9948285858
93,87.858977187
94,86.458440815
95,87.866507503
96,88.100342027
97,91.6344453393
98,89.7320632357
99,92.2811954963
100,86.4314932787
101,88.6985493354
102,90.890110868
103,89.1471241337
104,86.313158914
105,87.6436360346
106,88.5464852671
107,88.8116202093
108,91.2320899015
109,88.5690077036
110,89.5357868699
111,84.3034274341
112,95.2140094294
113,88.9038892118
114,87.3832443425
115,89.1849793122
116,88.3616106721
117,88.860036812
118,87.1071234195
119,87.8314868699
120,86.0077679193
121,85.7803908411
122,90.7191945439
123,87.3672333047
124,92.2371229269
125,88.5235108633
126,86.4138108411
127,87.789390955
128,86.5522823977
129,86.0640354112
130,90.4682573813
131,90.5939195606
132,89.5503158555
133,86.8812810599
134,88.8602237291
135,85.4999496097
136,85.203166521
137,92.1194383172
138,90.20208639
139,87.5305295332
140,89.3669098795
141,90.6139230157
142,87.465579485
143,91.3928467753
144,93.5716880255
145,87.3669851842
146,91.9647133827
147,88.1361058277
148,88.0268886667
149,91.2394812253
150,82.3169903255
151,86.6849201985
152,90.5699157288
153,91.0555639403
154,89.6158188517
155,88.586926773
156,85.9120850189
157,87.760888487
158,90.2396875581
159,85.2512737841
160,88.1903982831
161,83.6486648678
162,87.3319493175
163,91.0073309863
164,89.7926816626
165,89.2794439377
166,94.1361091299
167,93.3772167353
168,87.0823561886
169,86.6005367787
170,83.2598683642
171,90.9226599013
172,89.4083646069
173,89.5677091234
174,89.4566565645
175,84.824366155
176,82.8705397626
177,88.9820560153
178,88.0534702611
179,91.6550497396
180,85.8703828706
181,91.0206292278
182,85.4793135258
183,84.5692657282
184,89.36908925
185,85.2678482439
186,83.3282029893
187,85.2368976418
188,85.6158390316
189,86.7347745891
190,86.8397315161
191,90.0681503796
192,90.174286498
193,86.2055966349
194,85.8690580462
195,93.8415902837
196,90.4190253442
197,83.5120831927
198,93.5083979558
199,90.9335653216
200,88.427766475
201,86.3710251688
202,87.6016033625
203,89.2151170522
204,88.0784651412
205,84.6187862352
206,91.67504621
207,88.7365882241
208,85.8869134925
209,86.9439676932
210,88.6337287546
211,88.3142074358
212,89.5164110522
213,89.7150910523
214,84.1198844337
215,84.5289722852
216,83.1079994299
217,88.9973359281
218,90.7746497923
219,88.9282092876
220,92.3378531721
221,84.6877019587
222,86.5778661798
223,87.1773132558
224,90.5373887817
225,87.9975047124
226,88.4647451424
227,93.8500421732
228,88.0554336536
229,91.4258154201
230,84.3000636484
231,84.9334597099
232,88.7294577518
233,85.3474626188
234,87.1608175276
235,87.8825798907
236,80.3312795574
237,84.9263775773
238,86.5102480268
239,89.1536067457
240,87.4440671269
241,83.9335943717
242,92.0096870532
243,91.1144132185
244,94.6378847631
245,90.6399261644
246,88.9709173781
247,89.1836895706
248,87.0876728804
249,87.9824655601
250,83.1828359669
251,86.5816090716
252,86.2082367234
253,89.4057208139
254,87.5887711386
255,85.5237900608
256,86.8167496169
257,89.149234167
258,90.352914038
259,85.587796323
260,87.005798163
261,90.8555231068
262,90.1120403792
263,91.8286012898
