Id,Prediction
0,89.4126663757
1,88.0015655914
2,89.7175698716
3,85.1201715543
4,93.6207538291
5,86.9478862149
6,91.9948726922
7,89.1834920249
8,86.1556258289
9,86.8963031388
10,87.7124388994
11,88.6973623025
12,90.5684437024
13,90.6227030483
14,91.4866787947
15,80.5162040695
16,87.9895399817
17,86.8924502955
18,88.9795081761
19,81.5344782244
20,86.6676557185
21,88.2833194926
22,91.0983666254
23,84.1434844581
24,91.0004603779
25,85.7272191606
26,87.721568339
27,94.02685701
28,90.6284800292
29,90.800874333
30,87.7263625812
31,80.5525178586
32,93.1899545213
33,85.001302186
34,88.9407614666
35,88.812055196
36,87.6703540973
37,89.5762747343
38,88.332450734
39,87.1812834552
40,88.6783854788
41,87.2996412486
42,88.8545273727
43,92.7740527225
44,84.922969722
45,90.7004887565
46,85.767290273
47,84.0952619548
48,88.6889805767
49,85.4802828582
50,90.4948851818
51,88.4471888544
52,89.2567022139
53,91.2367886682
54,86.2207593791
55,87.3503996506
56,91.8759624723
57,85.7770067062
58,88.3189999033
59,87.9026032335
60,88.1074973617
61,89.7446975367
62,89.0777461438
63,86.7440580697
64,89.4351091067
65,90.7790573099
66,87.3403055419
67,90.2617991698
68,84.7966502746
69,87.4912812693
70,90.6946667415
71,84.695659877
72,90.3122881695
73,87.8428799792
74,89.0071153766
75,87.9126085091
76,86.7060514765
77,92.8156715275
78,87.0650129465
79,89.6324853913
80,88.0877126778
81,87.9837359655
82,89.9773715123
83,83.1721816269
84,91.5142754162
85,85.44049166
86,93.2476110007
87,87.1299885108
88,88.8210397425
89,88.0606221423
90,86.9901455533
91,85.9577873069
92,89.8560996143
93,87.8192514346
94,86.3300068969
95,87.006086318
96,88.2836796559
97,91.6561363278
98,90.1358703538
99,92.1473261452
100,86.3395320229
101,89.2021539818
102,90.850665629
103,88.8777641747
104,86.3104232392
105,88.4168375395
106,88.3454940697
107,88.2500497103
108,91.0515127773
109,89.0132562692
110,89.3540249987
111,84.4116078653
112,95.1759506754
113,89.1941785094
114,87.3629233368
115,88.8759580818
116,88.3111564302
117,89.5957970848
118,86.5235646686
119,88.4187909263
120,85.9772305451
121,86.0307481777
122,90.0305516115
123,86.9072487119
124,92.5928671755
125,88.4190156602
126,86.2756130204
127,87.6470484668
128,86.4025391389
129,86.5199734616
130,90.831970365
131,89.6743595784
132,89.4561382511
133,87.5259236881
134,88.9158276043
135,85.6399714008
136,85.6881238066
137,91.9726460535
138,90.0309571489
139,88.001141882
140,89.2404156465
141,90.5117168399
142,87.806648426
143,90.9237027271
144,93.8029453663
145,87.5131644335
146,92.3797713394
147,89.1422302561
148,88.4572771418
149,91.2615472493
150,82.3916640197
151,87.1725918774
152,90.6895643353
153,90.4112473642
154,89.6478074627
155,88.0970877668
156,85.5365070933
157,87.1454869076
158,89.8754823838
159,85.3065304994
160,87.7978121001
161,84.0749108656
162,87.6404033068
163,90.8251800189
164,89.9996502654
165,89.6720307002
166,93.4779860314
167,93.6696672741
168,87.4980855523
169,86.0929896331
170,83.6007891576
171,90.5375366653
172,89.2269437098
173,89.3989799246
174,90.5457530759
175,85.4911549849
176,82.4066123335
177,88.7763746712
178,88.2621274301
179,91.4742049315
180,86.0618578956
181,91.1665446398
182,85.408810653
183,83.7117856269
184,88.9037013502
185,84.6467032928
186,83.2742054638
187,84.0947861505
188,85.4481138235
189,86.6656440881
190,86.6423333006
191,89.6224762298
192,90.289391051
193,86.6126033579
194,86.4836910195
195,92.9630333778
196,90.299757224
197,83.3431338675
198,92.6784098678
199,91.0272212364
200,88.5910119918
201,86.25309088
202,87.9014607648
203,88.4818037047
204,88.1052265172
205,84.2143467981
206,91.3719170648
207,88.8727318792
208,85.6816443091
209,86.8955305064
210,89.1295177932
211,88.481468656
212,89.0601368968
213,90.1101846319
214,84.0302707985
215,85.666963527
216,83.7950049774
217,88.7431286773
218,90.6037896567
219,88.8599598558
220,92.2384620733
221,84.8909641257
222,86.3216807859
223,87.7022256405
224,91.0473751962
225,87.3528583399
226,88.6254277948
227,93.518123266
228,88.1738705415
229,91.6158600602
230,84.4818629933
231,85.3952720117
232,88.1928812456
233,85.9593847482
234,86.9537407846
235,87.7722042239
236,80.1388407072
237,85.1133033632
238,86.5151911177
239,89.6752961041
240,87.1243056324
241,83.9379319934
242,92.3020894596
243,91.4156564825
244,94.7918972517
245,90.6283899733
246,89.5926047906
247,88.2871025406
248,87.4328156153
249,88.6575797543
250,83.3460814766
251,86.5417539459
252,86.2263384541
253,89.7284235198
254,86.785977629
255,85.7863040481
256,87.445816483
257,89.3041133157
258,90.7204638445
259,85.3402410262
260,86.7366886328
261,90.8899701842
262,90.0295594243
263,91.5579367456
264,85.2764719145
265,82.8400468677
266,92.5358886375
267,87.1943766951
268,87.7299475836
269,86.0703494754
270,92.7007248992
271,88.8580469137
272,90.9679183429
273,88.1187874259
274,87.9808804272
275,87.2820110425
276,87.6842691447
277,91.8806589058
278,87.8872089177
279,83.7713916454
280,87.9447001752
281,88.0037662245
282,91.6576818625
283,90.2901853885
284,87.3191716155
285,90.4194054409
286,88.0791194795
287,82.5489817934
288,89.9115809558
289,91.5777071902
290,86.1376236156
291,85.7442737997
292,88.3044684979
293,84.0505072842
294,87.8521833351
295,88.0602596192
296,89.7942203991
297,89.3786855245
298,84.9224193793
299,86.0641261619
300,87.3785489302
301,83.8707657786
302,91.136915621
303,87.7163135483
304,91.6769554321
305,91.5153588846
306,83.9668461726
307,86.6311461989
308,88.4818005368
309,88.8963847337
310,85.727650307
311,84.6874049349
312,90.4614399336
313,85.5900933788
314,87.851012982
315,91.4520942468
316,86.2994823056
317,88.6218101765
318,84.8153357366
319,84.7627834996
320,91.2776886586
321,88.6698315061
322,92.6044057768
323,90.9473291985
324,90.5604228836
325,90.4617498918
326,89.3767306683
327,85.6607690146
328,87.3313540575
329,88.9388376622
330,87.3463733854
331,84.7907212149
332,88.7855576209
333,87.7323239366
334,89.8404138626
335,89.0708356943
336,90.1172631837
337,95.8669320363
338,89.8812602064
339,90.0426787153
340,87.2482736064
341,85.3764776176
342,84.6225313655
343,90.3854803326
344,87.3756083214
345,87.8806012228
346,87.6064490135
347,87.5824488488
348,87.5950807274
349,88.4391613025
350,84.0218768324
351,85.5161571309
352,86.8443417429
353,86.4851503951
354,87.3744677405
355,85.2192699914
356,86.8947783385
357,89.2001610573
358,87.1227437278
359,91.0138357906
360,85.4422174137
361,85.4026100029
362,84.5113452805
363,86.0628154101
364,88.582539968
365,91.1015315692
366,85.492887672
367,89.8851387726
368,87.176710919
369,82.4237616241
370,89.7287925592
371,87.9680004629
372,83.9335320462
373,85.9297121319
374,87.1077217418
375,84.8465165311
376,86.8114883422
377,84.938344498
378,93.5772232995
379,91.9235389682
380,90.4364492802
381,91.9777781592
382,84.6473216146
383,87.7400073961
384,88.1445846657
385,86.8644588183
386,92.5244119845
387,85.6859253015
388,84.8436444193
389,92.0336371055
390,89.5063979803
391,85.2367846385
392,88.8941282959
393,90.1218758048
394,92.6626519874
395,90.0967359201
396,89.8399385638
397,85.7766575521
398,85.5060630494
399,88.7162776097
400,87.4150471866
401,84.5320704329
402,87.7959165096
403,88.1360186029
404,94.8181135896
405,88.6515942153
406,85.8265021545
407,88.5269497506
408,85.903011664
409,83.3870646776
