Id,Prediction
0,88.5849425478
1,87.8384452567
2,89.1098479628
3,85.9487459681
4,92.7259515449
5,87.4184544604
6,92.0947527431
7,88.3647029397
8,86.5023656264
9,88.2216133301
10,87.2221704121
11,88.4493755972
12,90.3867105558
13,89.3168195381
14,91.3089479763
15,80.2378752106
16,87.6713504979
17,87.0554401348
18,88.7709215283
19,81.9017400533
20,86.3792823482
21,88.5676960419
22,91.910206001
23,84.1933689118
24,91.5798124351
25,86.1135549278
26,88.1093393699
27,93.7332719545
28,90.1920396795
29,90.0534081582
30,87.0147609452
31,82.2435704892
32,93.1018943261
33,84.9893544256
34,88.3941847677
35,87.5901018854
36,87.4918726504
37,88.9722246069
38,88.0834391713
39,87.5778394167
40,88.509143637
41,87.6617179132
42,88.9510432371
43,91.9452549503
44,85.7968025207
45,90.6974478987
46,84.6171566262
47,84.5516368299
48,88.1380989563
49,85.8039710927
50,91.3423624137
51,88.1059568768
52,88.9956149831
53,91.8355599774
54,86.7223950396
55,87.2851239954
56,90.261438626
57,86.4256839617
58,87.8797397763
59,87.4271380302
60,87.8217219613
61,89.0453476971
62,89.2654079007
63,86.7492215402
64,89.208610374
65,90.4432174488
66,86.9537083782
67,89.5260389186
68,85.6438882812
69,87.8300035541
70,90.3060228894
71,84.7281075167
72,90.2374904818
73,88.1538508348
74,89.1456495808
75,87.9007078036
76,86.4231147288
77,92.1211482684
78,86.9460388258
79,89.4518896775
80,87.2453831678
81,88.0467788383
82,88.7149644959
83,83.7949320024
84,92.0081151435
85,85.5732065602
86,93.0128373533
87,87.5800757074
88,88.5456282393
89,88.2349463021
90,86.9936485135
91,86.8875287795
92,89.3076923633
93,87.2312739314
94,87.7610075565
95,86.7403343099
96,88.5979034771
97,92.1211483592
98,89.8452005644
99,92.0733929619
100,86.3095370537
101,88.4858097084
102,91.292637621
103,88.7904221141
104,87.3628660863
105,87.8713858885
106,88.2421260445
107,88.4814083069
108,90.5220907958
109,88.6340111967
110,89.4219438392
111,84.873662777
112,94.2139110235
113,89.1481421781
114,88.0429623166
115,88.7655375122
116,88.7726238893
117,89.6922440703
118,86.412934694
119,88.4669877871
120,86.1782729404
121,85.2532894942
122,89.5058968986
123,87.6120419174
124,92.5077476922
125,88.5067671646
126,85.6797336936
127,87.8095445406
128,87.0384891201
129,86.3949192784
130,89.526629985
131,89.9644034302
132,89.8425051086
133,86.3532317335
134,88.1985927658
135,85.9525114442
136,85.8704541614
137,91.7446756547
138,90.134694943
139,88.1036014309
140,88.6896540374
141,89.2306923109
142,88.5722327469
143,90.7081032286
144,92.9407988171
145,87.1770916789
146,92.1215535505
147,89.0556879008
148,88.5590914379
149,91.5792681544
150,82.7316572227
151,86.9769345886
152,90.0777921724
153,90.253731505
154,89.9650938456
155,88.2759947155
156,85.9588476172
157,87.7895722688
158,90.7488609817
159,85.7164926517
160,88.440039421
161,84.059035203
162,87.7494208652
163,91.2307452164
164,89.9837181255
165,89.3946952438
166,93.1976913613
167,92.426217028
168,86.9064512971
169,86.3290601294
170,83.1792362636
171,90.1604958569
172,89.1212086095
173,89.1548819075
174,90.3558804314
175,85.1344187193
176,82.0119662995
177,88.7905987083
178,88.2672634603
179,91.3688185706
180,86.1652789109
181,90.4386708044
182,85.8285215057
183,84.1235275815
184,88.7016045343
185,85.5357640115
186,83.5751437292
187,84.8037480538
188,85.6305638729
189,86.6559144387
190,86.6167975882
191,89.9562654673
192,90.0546476305
193,86.6943198791
194,86.6251723355
195,93.0674084943
196,90.0841513043
197,83.4718231123
198,92.1989811164
199,90.9418530566
200,89.1073307433
201,86.1616443688
202,87.7091158694
203,88.9009242546
204,88.5498511532
205,84.6002543245
206,91.0128079366
207,89.6132748707
208,86.146773459
209,86.612356548
210,88.270547342
211,88.4709402643
212,88.9320397812
213,90.0772332395
214,84.3394806095
215,85.0880311901
216,83.7546535975
217,88.8725089861
218,89.8164493587
219,88.8263449863
220,91.5320542357
221,85.300337642
222,85.9401637878
223,87.1421156375
224,90.0981080413
225,86.8354953945
226,88.85451802
227,93.4508923527
228,87.6305624176
229,90.8969748221
230,84.5154455801
231,85.7272284667
232,88.7862182955
233,86.3646742207
234,86.6872749715
235,87.4900547606
236,79.716474083
237,85.3335858859
238,87.2430205543
239,88.416717105
240,86.8693617168
241,84.1193107984
242,92.0707999694
243,91.6880938844
244,93.4790690791
245,90.1849553294
246,90.0923204106
247,88.4980112825
248,87.2381122429
249,88.9709966683
250,83.482408317
251,86.7999571023
252,85.3145013424
253,89.3363782038
254,87.4233314082
255,85.295518235
256,87.6408729126
257,89.6460233073
258,90.423988779
259,85.7000235935
260,86.6428995589
261,90.2711345818
262,89.6511288269
263,90.7627158095
264,85.0604834212
265,82.2378750782
266,92.9062078291
267,87.1752111176
268,86.9512168951
269,85.8301094678
270,91.4098043004
271,88.6840584814
272,91.864195791
273,88.3240431494
274,88.5072143366
275,87.9205945167
276,87.67731649
277,91.5449112083
278,86.6691139516
279,84.3011764667
280,88.6338557476
281,88.2490450956
282,91.5030795809
